Retailer,Csr_id,Chat_id,Conversa,Necessidade de transbordo,Transferência,Realmente teve necessidade de transbordar?,Agente agiu corretamente?,Motivo do transbordo,Abandono,Problema mapeado,Detalhe do assunto,Precisa de atenção?,Observação,Alimentar base de conhecimento com:
crocs,BXLX38MDKZBT,BO1ExEYIfm6o,"CLIENTE - 05/01/2026 17:45:43 - Olá tudo bem?.

O código do meu atendimento é: @13c86a85-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 17:45:49 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 17:45:50 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 17:46:27 - Raquel

ATENDENTE BOT - 05/01/2026 17:46:32 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 17:46:37 - Ajuda

CLIENTE - 05/01/2026 17:46:45 - Já comprei

CLIENTE - 05/01/2026 17:46:57 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 17:47:13 - Raquel, para consultar o status do seu pedido, por favor, poderia me informar o número do pedido, seu e-mail ou CPF? 💚😊

CLIENTE - 05/01/2026 17:48:10 - Pedido #1585402369367-01

CLIENTE - 05/01/2026 17:48:14 - quequelpessanha@gmail.com

CLIENTE - 05/01/2026 17:48:21 - 09154748755

WHIZZ PÓS-VENDAS - 05/01/2026 17:48:45 - Raquel, seu pedido #1585402369367-01 com a Sandália Crocs Classic Sandal V10 HYDRANGEA 36 está embalado (status PACKAGED).

WHIZZ PÓS-VENDAS - 05/01/2026 17:48:45 - A entrega estava prevista para 01 de janeiro de 2026, mas já passou essa data, então pode estar com atraso na entrega. 💚👟

CLIENTE - 05/01/2026 17:49:09 - Optei pelo envio Sedex

CLIENTE - 05/01/2026 17:49:15 - Paguei por sedex

WHIZZ PÓS-VENDAS - 05/01/2026 17:49:35 - Raquel, entendo que você escolheu o envio via Sedex e pagou por essa opção. No entanto, o status atual do seu pedido indica que ele está embalado e a entrega está atrasada.

WHIZZ PÓS-VENDAS - 05/01/2026 17:49:35 - Para mais detalhes específicos sobre o envio Sedex, infelizmente não tenho essa informação detalhada no momento. Se desejar, posso ajudar com outras dúvidas relacionadas ao seu pedido! 💚😊

CLIENTE - 05/01/2026 17:50:03 - Qual o código de rastreio ?

WHIZZ PÓS-VENDAS - 05/01/2026 17:50:26 - Raquel, no momento, não consta código de rastreamento disponível para o seu pedido. Assim que o código for gerado e disponibilizado, você poderá acompanhar a entrega. 💚👟

CLIENTE - 05/01/2026 17:50:51 - Quero falar com atendimento humano

WHIZZ - 05/01/2026 17:51:07 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 17:51:20 - 1",Sim,Não,,,,,,,,,
crocs,QxF2MCAS5GwT,pZonQpCC4gCF,"CLIENTE - 31/12/2025 13:29:13 - Ola

CLIENTE - 31/12/2025 13:29:15 - Bom.dia

CLIENTE - 31/12/2025 13:29:24 - [IMAGEM]

CLIENTE - 31/12/2025 13:29:30 - Deu como entregue e nao foi entregue

ATENDENTE BOT - 31/12/2025 13:29:38 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 31/12/2025 13:29:39 - Pode verificar quem assinou?

WHIZZ PÓS-VENDAS - 31/12/2025 13:29:59 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 31/12/2025 13:30:03 - Aqui é um condomínio portaria 24 horas...

CLIENTE - 31/12/2025 13:30:11 - Meu pedido

CLIENTE - 31/12/2025 13:30:13 - Nao chegou

CLIENTE - 31/12/2025 13:30:19 - E os correios fala que entregou

WHIZZ PÓS-VENDAS - 31/12/2025 13:30:21 - Para as entregas feitas pelos Correios, o recebimento da mercadoria pode ser realizado por terceiros, como porteiros de condomínios e familiares, desde que assinem o comprovante de recebimento da mercadoria. Porém, não temos acesso direto a quem assinou no momento da entrega.

WHIZZ PÓS-VENDAS - 31/12/2025 13:30:21 - Se você não recebeu o pedido e consta como entregue, recomendo entrar em contato com a nossa central de atendimento pelo formulário no site www.crocs.com.br/contato para que possamos ajudar a resolver essa situação 💚.

CLIENTE - 31/12/2025 13:30:28 - Ja verifiquei na portaria e nada

WHIZZ PÓS-VENDAS - 31/12/2025 13:30:48 - Entendo a situação, Ariella. Para que eu possa verificar o status do seu pedido e ajudar melhor, por favor, poderia me informar o número do pedido ou o e-mail usado na compra? 💚

CLIENTE - 31/12/2025 13:31:51 - 1585332368603-01

WHIZZ PÓS-VENDAS - 31/12/2025 13:32:18 - Seu pedido de Sandália Crocs Baya Clog Infantil DIGITAL VIOLET 27 está com status ""Enviado"" e a entrega está estimada para hoje, com o código de rastreamento AB864491176BR.

WHIZZ PÓS-VENDAS - 31/12/2025 13:32:19 - O recebimento pode ser feito por terceiros, como porteiros, desde que assinem o comprovante. No entanto, não temos acesso a quem assinou no momento da entrega.

CLIENTE - 31/12/2025 13:32:19 - Por favor veja quem assinou recebimento

WHIZZ PÓS-VENDAS - 31/12/2025 13:32:19 - Como você informou que não recebeu e já verificou na portaria, recomendo que registre sua solicitação pelo formulário em www.crocs.com.br/contato para que possamos ajudar a resolver essa situação com mais detalhes 💚.

WHIZZ PÓS-VENDAS - 31/12/2025 13:32:38 - Não temos acesso direto à informação de quem assinou no momento da entrega. Essa informação fica registrada nos Correios ou na transportadora responsável.

WHIZZ PÓS-VENDAS - 31/12/2025 13:32:39 - Se desejar, você pode registrar sua reclamação ou solicitação pelo formulário em www.crocs.com.br/contato para que possamos ajudar a investigar melhor essa situação para você 💚.

CLIENTE - 31/12/2025 13:36:04 - Mas eu oaguei o frete p vcs

CLIENTE - 31/12/2025 13:36:09 - Vcs sao responsaveis

CLIENTE - 31/12/2025 13:36:17 - Vcs tem q falar com os correios

CLIENTE - 31/12/2025 13:36:24 - Pq vcs que contrataram o serviço

CLIENTE - 31/12/2025 13:36:28 - Eu so paguei a vcs

WHIZZ - 31/12/2025 13:36:47 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 31/12/2025 13:37:44 - 1",Não,Não,,,,,,,,,
crocs,LHEW6xks2EwE,nbeAUMwd2WVL,"CLIENTE - 02/01/2026 17:11:27 - Olá tudo bem?

O código do meu atendimento é: @71cf54b9-vEzKmXwflw-1

ATENDENTE BOT - 02/01/2026 17:11:33 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 02/01/2026 17:11:34 - Poderia me dizer o seu nome, por favor?

CLIENTE - 02/01/2026 17:11:53 - Ainda não recebi meu pedido e no site não tem como ver o código de rastreio

ATENDENTE BOT - 02/01/2026 17:11:59 - Poxa, esse não parece um nome válido. Vamos tentar novamente.

ATENDENTE BOT - 02/01/2026 17:12:00 - Poderia me dizer o seu nome, por favor?

CLIENTE - 02/01/2026 17:12:21 - Alice crispim Dias

ATENDENTE BOT - 02/01/2026 17:12:26 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 02/01/2026 17:12:35 - Ajuda

CLIENTE - 02/01/2026 17:12:45 - Já comprei

CLIENTE - 02/01/2026 17:12:58 - Status do pedido

WHIZZ PÓS-VENDAS - 02/01/2026 17:13:39 - Oi, Alice! Para consultar o status do seu pedido, preciso que informe o seu e-mail cadastrado na compra ou o número do pedido, por favor 💚✨

CLIENTE - 02/01/2026 17:14:09 - crispimdiasalice@gmail.com

WHIZZ PÓS-VENDAS - 02/01/2026 17:14:30 - Alice, seu pedido da Sandália Crocs Bayaband Clog BALLERINA PINK/CANDY PINK 37 foi entregue. A última atualização foi há 27 dias. Se precisar de algo mais, estou aqui para ajudar! 💚👟

CLIENTE - 02/01/2026 17:14:50 - Não foi entregue

CLIENTE - 02/01/2026 17:15:00 - E não tenho o código de rastreio

WHIZZ PÓS-VENDAS - 02/01/2026 17:15:08 - Entendo, Alice! Como consta como entregue no sistema, mas você não recebeu, recomendo que verifique com alguém da sua residência ou vizinhos, caso tenham recebido por você. Se preferir, posso ajudar a verificar o que pode ser feito nesse caso. 💚

WHIZZ PÓS-VENDAS - 02/01/2026 17:15:22 - O sistema não disponibilizou código de rastreio para esse pedido, Alice. Se precisar, posso ajudar com outras informações ou orientações sobre o que fazer a seguir 💚✨

CLIENTE - 02/01/2026 17:15:46 - Já perguntei e não está com ninguém

CLIENTE - 02/01/2026 17:15:59 - Eu quero o código de rastreio

WHIZZ PÓS-VENDAS - 02/01/2026 17:16:06 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

WHIZZ PÓS-VENDAS - 02/01/2026 17:16:18 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 02/01/2026 17:19:11 - Como posso falar com uma pessoa real? Tem algum telefone que eu possa ligar ?

WHIZZ - 02/01/2026 17:19:42 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 02/01/2026 17:20:06 - 1",Sim,Não,,,,,,,,,
crocs,rkKNd7Ej3lRP,xEjiaeuLJ4wp,"CLIENTE - 02/01/2026 15:43:18 - Olá

ATENDENTE BOT - 02/01/2026 15:43:24 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 02/01/2026 15:43:43 - Ok

WHIZZ PÓS-VENDAS - 02/01/2026 15:43:44 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 02/01/2026 15:44:01 - A entrega do meu pedido está atrasada

WHIZZ PÓS-VENDAS - 02/01/2026 15:44:01 - Que bom que está tudo certo! 💚 Se precisar de qualquer coisa, estou por aqui para ajudar! 😊

WHIZZ PÓS-VENDAS - 02/01/2026 15:44:21 - Entendo, Jennifer! 💚 Sobre o atraso na entrega, informo que as entregas são feitas pelos Correios, que realizam três tentativas em dias úteis consecutivos. Caso não consigam entregar, o produto retorna ao nosso Centro de Distribuição e um novo envio será feito com o prazo inicial.

WHIZZ PÓS-VENDAS - 02/01/2026 15:44:21 - Se o seu pedido não chegou na data estimada, por favor, entre em contato com a nossa central pelo formulário em www.crocs.com.br/contato para que possamos ajudar melhor. Estou aqui para o que precisar! 😊

CLIENTE - 02/01/2026 15:44:22 - Falar com atendente

WHIZZ - 02/01/2026 15:44:38 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 02/01/2026 15:44:58 - 1",Não,Não,,,,,,,,,
crocs,EhU342fbl3Ey,5VTCaLj3PTYF,"CLIENTE - 05/01/2026 18:47:23 - Olá tudo bem?

O código do meu atendimento é: @84e820d0-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 18:47:29 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 18:47:31 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 18:48:03 - Mariana

ATENDENTE BOT - 05/01/2026 18:48:08 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 18:48:24 - Ajuda

CLIENTE - 05/01/2026 18:48:33 - Já comprei

CLIENTE - 05/01/2026 18:48:46 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 18:49:01 - Oi Mariana! Para consultar o status do seu pedido, por favor, me informe o número do pedido, seu e-mail ou CPF usado na compra 💚😊

CLIENTE - 05/01/2026 18:51:03 - 23067774892

WHIZZ PÓS-VENDAS - 05/01/2026 18:51:22 - Por favor, poderia me informar se esse número 23067774892 é o número do pedido, CPF ou e-mail? Assim posso ajudar melhor! 💚

CLIENTE - 05/01/2026 18:52:27 - CPF

WHIZZ PÓS-VENDAS - 05/01/2026 18:52:48 - Mariana, seu pedido da Sandália Crocs Classic Clog QUARTZ 37 foi enviado e a entrega estava prevista para o dia 2 de janeiro de 2026, que foi há 3 dias. Pode ser que a entrega esteja um pouco atrasada. O código de rastreamento é AB871984684BR 💚👟

CLIENTE - 05/01/2026 18:54:07 - quero falar com atendente

WHIZZ - 05/01/2026 18:54:21 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Não,Não,,,,,,,,,
crocs,JIRSC06JR8qU,HdwEeqLrJMRU,"CLIENTE - 05/01/2026 12:52:43 - Olá tudo bem?

O código do meu atendimento é: @89f61853-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 12:52:48 - Olá, seja bem-vindo(a) ao whats da Crocs. 💚

ATENDENTE BOT - 05/01/2026 12:52:49 - Poderia me dizer o seu nome, por favor?

CLIENTE - 05/01/2026 12:53:00 - Andressa

ATENDENTE BOT - 05/01/2026 12:53:06 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 12:53:14 - Ajuda

CLIENTE - 05/01/2026 12:53:24 - Já comprei

CLIENTE - 05/01/2026 12:53:36 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 12:54:03 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 12:54:22 - Pedido atrasado

WHIZZ PÓS-VENDAS - 05/01/2026 12:54:43 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 12:55:03 - Pedido muito atrasado

WHIZZ PÓS-VENDAS - 05/01/2026 12:55:21 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 12:55:55 - Status pedido

WHIZZ PÓS-VENDAS - 05/01/2026 12:56:12 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me contar um pouco mais sobre a sua situação pra que eu possa te ajudar melhor?

CLIENTE - 05/01/2026 12:56:33 - Falar com atendente

WHIZZ - 05/01/2026 12:56:48 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Sim,Não,,,,,,,,,
crocs,FHWT9ERmj6CB,QjaXiZcnLPRi,"CLIENTE - 05/01/2026 17:50:22 - Olá tudo bem?

O código do meu atendimento é: @8f7f01f3-vEzKmXwflw-1

ATENDENTE BOT - 05/01/2026 17:50:29 - Olá, Mirella, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 17:50:29 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 17:50:30 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 17:50:36 - Ajuda

CLIENTE - 05/01/2026 17:50:47 - Já comprei

CLIENTE - 05/01/2026 17:50:59 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 17:51:14 - Para consultar o status do seu pedido, por favor, me informe o número do pedido, seu e-mail ou CPF usado na compra 💚😊

CLIENTE - 05/01/2026 17:51:34 - mirelaferreira324@gmail.com

CLIENTE - 05/01/2026 17:51:39 - 106.641.175-11

WHIZZ PÓS-VENDAS - 05/01/2026 17:52:01 - Seu pedido com o produto Crocband Clog Sandália Crocs Crocband™ Clog STUCCO/MELON no tamanho 40 foi entregue, porém a última atualização foi há 18 dias.

WHIZZ PÓS-VENDAS - 05/01/2026 17:52:02 - Outro pedido com o mesmo produto no tamanho 38 também foi entregue, com última atualização há 34 dias, e possui o código de rastreamento AB775359825BR. 💚👟

WHIZZ PÓS-VENDAS - 05/01/2026 17:52:03 - Posso te ajudar em mais alguma coisa? 💚

CLIENTE - 05/01/2026 17:53:53 - não recebi meu pedido no tamanho 38

CLIENTE - 05/01/2026 17:54:09 - Eu quero uma ajuda, pois não tenho informações do meu pedido

CLIENTE - 05/01/2026 17:54:19 - já faz um mês q comprei

CLIENTE - 05/01/2026 17:54:29 - E não tenho nenhuma notícia

WHIZZ PÓS-VENDAS - 05/01/2026 17:55:24 - Entendo a sua preocupação. Como consta que o pedido do tamanho 38 foi entregue, recomendo verificar se alguém recebeu em seu nome ou se foi deixado em algum local seguro. Se precisar, posso ajudar com orientações para o próximo passo. 💚👟

WHIZZ PÓS-VENDAS - 05/01/2026 17:55:32 - Para que eu possa verificar melhor a situação do seu pedido, por favor, me informe o número do pedido, seu e-mail ou CPF usado na compra 💚😊

CLIENTE - 05/01/2026 17:55:56 - 106.641.175-11

WHIZZ PÓS-VENDAS - 05/01/2026 17:56:34 - Seu pedido com o produto Crocband Clog Sandália Crocs Crocband™ Clog STUCCO/MELON no tamanho 40 foi entregue, com última atualização há 18 dias.

WHIZZ PÓS-VENDAS - 05/01/2026 17:56:34 - O pedido do tamanho 38 também consta como entregue, com última atualização há 34 dias, e possui o código de rastreamento AB775359825BR.

WHIZZ PÓS-VENDAS - 05/01/2026 17:56:34 - Se você não recebeu o pedido do tamanho 38, recomendo verificar se alguém recebeu em seu nome ou se foi deixado em algum local seguro. 💚👟

CLIENTE - 05/01/2026 17:57:21 - Vc pode me confirmar se chegou no correio de lagarto Sergipe ?

WHIZZ PÓS-VENDAS - 05/01/2026 17:57:40 - Para confirmar se o seu pedido chegou no correio de Lagarto, Sergipe, por favor, me informe o número do pedido ou o e-mail usado na compra para que eu possa verificar essa informação para você 💚😊

CLIENTE - 05/01/2026 17:58:30 - mirelaferreira324@gmail.com

WHIZZ PÓS-VENDAS - 05/01/2026 17:58:59 - Não encontrei informações de logística reversa (como devolução ou troca) para o seu e-mail. Se quiser, posso ajudar a verificar o status do envio ou rastreamento do pedido. Você gostaria? 💚

CLIENTE - 05/01/2026 17:59:32 - poderia me informar se o pedido foi deixado no correio de lagarto Sergipe ??

CLIENTE - 05/01/2026 17:59:45 - irei entrar com minhas medidas jurídicas!!

CLIENTE - 05/01/2026 17:59:51 - conta o site e o correio

WHIZZ PÓS-VENDAS - 05/01/2026 17:59:52 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 05/01/2026 18:00:04 - pois ninguém me dá uma resposta

CLIENTE - 05/01/2026 18:00:15 - faz 1 mês q pergunto sobre meu pedido e nada!

WHIZZ - 05/01/2026 18:00:17 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 18:01:10 - 1",Sim,Não,,,,,,,,,
crocs,ZAkAdf23hw3A,iESFErjrN4hC,"CLIENTE - 05/01/2026 16:21:09 - Ola

ATENDENTE BOT - 05/01/2026 16:21:15 - Olá, Maria, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 16:21:15 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 16:21:17 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 16:21:59 - Ajuda

CLIENTE - 05/01/2026 16:22:11 - Já comprei

CLIENTE - 05/01/2026 16:22:25 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 16:22:41 - Olá, sou o Duke!😀 Tudo bem 💚 ? Você pode me informar o e-mail usado na compra ou o número do pedido para que eu possa verificar o status para você?

CLIENTE - 05/01/2026 16:22:56 - clarafmoutinho@gmail.com

CLIENTE - 05/01/2026 16:23:11 - Meu pedido era para ter chego até o dia 1

CLIENTE - 05/01/2026 16:23:19 - Até agora não chegou

WHIZZ PÓS-VENDAS - 05/01/2026 16:23:19 - Seu pedido com os Jibbitz™ Pixar Divertida Mente foi enviado e o código de rastreamento é AN393358136BR.

WHIZZ PÓS-VENDAS - 05/01/2026 16:23:19 - A entrega estava prevista para 01 de janeiro de 2026, mas já passou dessa data, então pode estar atrasada. 💚🚚

CLIENTE - 05/01/2026 16:23:39 - Consegue me passar uma nova previsão?

WHIZZ PÓS-VENDAS - 05/01/2026 16:23:41 - Entendo sua preocupação, Maria! 💚 Seu pedido foi enviado e o prazo previsto era até 1º de janeiro, mas pode estar com atraso na entrega. Recomendo acompanhar o rastreamento com o código AN393358136BR para verificar a situação atual da transportadora. Se precisar, posso ajudar com mais alguma informação!

WHIZZ PÓS-VENDAS - 05/01/2026 16:23:57 - Não tenho total certeza sobre a nova previsão de entrega. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 05/01/2026 16:24:06 - Não consigo acompanhar pela transportadora

WHIZZ PÓS-VENDAS - 05/01/2026 16:24:24 - Se você não consegue acompanhar pela transportadora, sugiro que envie sua dúvida pelo formulário https://www.crocs.com.br/contato para que possamos verificar melhor a situação e te ajudar por lá! 💚

CLIENTE - 05/01/2026 16:24:52 - Qual a justificativa do atraso? A greve ja acabou

WHIZZ - 05/01/2026 16:25:08 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Sim,Não,,,,,,,,,
crocs,TvnZdFkhQU0i,ox69bXljxKdp,"CLIENTE - 05/01/2026 15:54:13 - olá

ATENDENTE BOT - 05/01/2026 15:54:18 - Olá, Cris, bem-vindo(a) de volta!

ATENDENTE BOT - 05/01/2026 15:54:19 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 05/01/2026 15:54:20 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 05/01/2026 15:54:32 - Ajuda

CLIENTE - 05/01/2026 15:54:46 - Já comprei

CLIENTE - 05/01/2026 15:55:03 - Status do pedido

WHIZZ PÓS-VENDAS - 05/01/2026 15:55:20 - Para consultar o status do seu pedido, por favor, poderia me informar o número do pedido, seu e-mail ou CPF? 💚😊

CLIENTE - 05/01/2026 15:55:32 - AB835996163BR

WHIZZ PÓS-VENDAS - 05/01/2026 15:55:57 - Não encontrei um pedido com o número AB835996163BR. Por favor, verifique se o número está correto ou me informe seu e-mail ou CPF para que eu possa ajudar melhor 💚😊

CLIENTE - 05/01/2026 15:56:04 - dra.cristianyrobusti@gmail.com

WHIZZ PÓS-VENDAS - 05/01/2026 15:56:26 - Seu pedido com o produto Crocband Clog Sandália Crocs Crocband™ Clog BLACK 43 foi enviado, mas a entrega estava prevista para o dia 23/12/2025, que já passou, indicando que pode estar atrasada. O código de rastreamento é AB835996163BR 💚😊

WHIZZ PÓS-VENDAS - 05/01/2026 15:56:26 - Posso te ajudar em mais alguma coisa? 💚

CLIENTE - 05/01/2026 15:57:31 - AB835996163BR, está com erro no site

WHIZZ PÓS-VENDAS - 05/01/2026 15:57:50 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 05/01/2026 15:59:00 - o correio está de greve?

CLIENTE - 05/01/2026 15:59:03 - está demorando muito para chegar!!!!

WHIZZ PÓS-VENDAS - 05/01/2026 15:59:21 - Não tenho total certeza sobre esta informação. Por favor, envie a sua dúvida ou solicitação pelo formulário https://www.crocs.com.br/contato que te retornaremos por lá! 💚

CLIENTE - 05/01/2026 15:59:48 - eu já mandei mensagem por lá… e ninguém me respondeu!

WHIZZ - 05/01/2026 16:00:40 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.

CLIENTE - 05/01/2026 16:01:05 - 1",Sim,Não,,,,,,,,,
crocs,7wG9TZ0N97tu,8LbqFFFwiFeS,"CLIENTE - 02/01/2026 15:27:30 - Olá tudo bem?

O código do meu atendimento é: @0bcf12bc-vEzKmXwflw-1

ATENDENTE BOT - 02/01/2026 15:27:37 - Olá, Clarice, bem-vindo(a) de volta!

ATENDENTE BOT - 02/01/2026 15:27:37 - _Caso o nome esteja incorreto, basta digitar *alterar*._

ATENDENTE BOT - 02/01/2026 15:27:38 - Ao dar sequência nesta conversa, você confirma que está ciente e concorda com a Política de Privacidade Crocs: 
https://painel.prodpo.com.br/privacidade/crocs/1

CLIENTE - 02/01/2026 15:28:08 - Ajuda

CLIENTE - 02/01/2026 15:28:17 - Já comprei

CLIENTE - 02/01/2026 15:28:43 - Status do pedido

WHIZZ PÓS-VENDAS - 02/01/2026 15:29:10 - Para consultar o status do seu pedido, por favor, me informe o número do pedido, seu e-mail ou CPF usado na compra. 💚😊

CLIENTE - 02/01/2026 15:30:09 - 1582732336997-01
li21c@hotmail.com

WHIZZ PÓS-VENDAS - 02/01/2026 15:30:31 - Seu pedido nº 1582732336997-01 com a Sandália Crocs Classic Clog Frozen Olaf Juvenil no tamanho 30 foi entregue. O último status foi atualizado há 17 dias e a entrega estava prevista para 22 de dezembro de 2025, mas já foi confirmada a entrega. 💚👟

WHIZZ PÓS-VENDAS - 02/01/2026 15:30:31 - Posso te ajudar em mais alguma coisa? 💚

CLIENTE - 02/01/2026 15:30:48 - Sim

WHIZZ PÓS-VENDAS - 02/01/2026 15:31:04 - Por favor, me conte como posso ajudar você agora! 💚😊

CLIENTE - 02/01/2026 15:31:09 - Não recebi o produto

WHIZZ PÓS-VENDAS - 02/01/2026 15:31:29 - O status do seu pedido indica que ele foi entregue, com código de rastreamento AB840547729BR. Se você não recebeu o produto, recomendo verificar com quem recebeu na sua residência ou local de entrega.

WHIZZ PÓS-VENDAS - 02/01/2026 15:31:29 - Se precisar, posso ajudar a iniciar uma reclamação ou verificar outras opções para você. 💚👟

CLIENTE - 02/01/2026 15:31:50 - Iniciar reclamação

WHIZZ - 02/01/2026 15:32:05 - Por favor entre em contato com o atendimento ao cliente SAC pelo link abaixo para que possamos te auxiliar melhor:

https://www.crocs.com.br/contato.",Sim,Não,,,,,,,,,
